Link,Page Rank Score
https://www.thepythoncode.com/,0.30375053264976837
https://www.thepythoncode.com/topic/ethical-hacking,0.30375053264976837
https://www.thepythoncode.com/topic/machine-learning,0.30375053264976837
https://www.thepythoncode.com/topic/general-python-topics,0.30375053264976837
https://www.thepythoncode.com/topic/python-standard-library,0.30375053264976837
https://www.thepythoncode.com/topic/computer-vision,0.30375053264976837
https://www.thepythoncode.com/topic/web-scraping,0.30375053264976837
https://www.thepythoncode.com/topic/scapy,0.30375053264976837
https://www.thepythoncode.com/topic/using-apis-in-python,0.30375053264976837
https://www.thepythoncode.com/topic/using-databases-in-python,0.30375053264976837
https://www.thepythoncode.com,0.2781297164091248
dominant eigenvector: [0.27812972 0.30375053 0.30375053 0.30375053 0.30375053 0.30375053
 0.30375053 0.30375053 0.30375053 0.30375053 0.30375053]
dominant eigenvalue: 0.999953887413958
